speciesCode,comName,sciName,locId,locName,obsDt,howMany,lat,lng,obsValid,obsReviewed,locationPrivate,subId,exoticCategory,region,year,country,temperature,precipitation,humidity,wind_speed,land_cover_type,habitat_loss_index,arrival_date,departure_date,migration_distance_km,route_complexity_score,stopover_count,avg_stopover_duration_days,migration_type,climate_zone
ribgul,Ring-billed Gull,Larus delawarensis,L1837850,Holden Beach--Beachfront,2021-08-27,1.0,33.9107651,-78.2965672,True,False,False,S216507389,,US-NC,2021,IN,27.187699721289498,2.634449134119245,69.08607637367383,14.172917074004202,Wetlands,0.02310685278748026,2021-02-25,2021-05-30,955.7602291105637,0.13483415145221167,4,9.73586469743011,Short-distance,Tropical
ribgul,Ring-billed Gull,Larus delawarensis,L1396692,George Freer Memorial Beach,2020-08-23,10.0,41.9102459,-73.9727658,True,False,False,S216505595,,US-NY,2020,US,24.295900396142184,4.15861667661363,87.23536908362408,12.500809614512045,Urban,0.3985996627184558,2020-03-25,2020-07-14,1269.0929614916804,0.07344447015922317,6,6.542370098108832,Long-distance,Subtropical
ribgul,Ring-billed Gull,Larus delawarensis,L11409084,Snake River--3 mile rapids (Asotin Co.),2024-04-20,4.0,46.3052535,-117.0093727,True,False,False,S216499865,,US-WA,2024,ZA,22.93304561578179,3.663755141455466,65.2962900073197,7.687543591813932,Grassland,0.48556620228342917,2024-02-27,2024-06-05,1435.0125115094966,0.8528053137029477,1,3.1315603318246854,Short-distance,Arid
evegro,Evening Grosbeak,Coccothraustes vespertinus,L2665721,Sax-Zim Bog--Mary Lou's Feeding Station,2022-05-22,16.0,47.3047,-92.83039,True,False,False,S216438834,,US-MN,2022,ZA,21.243633581732443,1.5695324051138007,51.64509193247408,4.197736763621268,Wetlands,0.7633080771801298,2022-03-21,2022-09-14,1180.432591577041,0.7271737262421529,3,9.729568430354679,Altitudinal,Arid
bushti,Bushtit,Psaltriparus minimus,L384546,Waneka Lake/Greenlee Preserve,2023-03-01,4.0,39.9970462,-105.1141834,True,False,False,S216509119,,US-CO,2023,US,26.9813340972357,0.738497889335233,81.02537521160545,9.447902802402991,Agricultural,0.6665384552976888,2023-03-29,2023-06-04,1274.1281206473682,0.7571608304548411,4,4.9306301001517685,Altitudinal,Tropical
bawwar,Black-and-white Warbler,Mniotilta varia,L208734,Edith L. Moore Nature Sanctuary (UTC 094),2023-08-05,1.0,29.7717945,-95.5695572,True,False,False,S216510830,,US-TX,2023,IN,18.183704217287417,1.1258585954522677,64.25089937620206,6.979217917164568,Forest,0.1867462845973269,2023-02-25,2023-06-06,1190.2070218127994,0.14868789470206323,3,5.464313284656379,Altitudinal,Temperate
evegro,Evening Grosbeak,Coccothraustes vespertinus,L40784920,"2015 Lake Tahoe Blvd, South Lake Tahoe US-CA 38.91463, -120.00405",2022-05-09,8.0,38.914625,-120.004051,True,False,True,S216286140,,US-CA,2022,IN,26.311967361913794,0.664352118321884,85.08156147431801,11.186796504288827,Grassland,0.8139839745733086,2022-03-17,2022-06-02,1304.3681348073785,0.2430574406047079,3,4.908625924872674,Short-distance,Tropical
bawwar,Black-and-white Warbler,Mniotilta varia,L208734,Edith L. Moore Nature Sanctuary (UTC 094),2024-04-11,1.0,29.7717945,-95.5695572,True,False,False,S216510830,,US-TX,2024,US,17.621908733076214,1.648328469059729,64.48929339941203,13.030823760508047,Agricultural,0.024809330042565803,2024-02-19,2024-07-28,865.0686574742381,0.030143794797741652,7,5.373836061076926,Long-distance,Tropical
ribgul,Ring-billed Gull,Larus delawarensis,L629829,Outhwaite Reservoir,2024-03-01,7.0,40.8395284,-82.935791,True,False,False,S216503429,,US-OH,2024,US,23.04191403973776,3.3625203940473316,66.40946308781781,5.567162779241666,Wetlands,0.13192982575381085,2024-02-23,2024-06-11,973.4607155097445,0.9417280699504742,1,2.358684938172654,Altitudinal,Subtropical
grnkin,Green Kingfisher,Chloroceryle americana,L9822293,"Fort Clark Springs,""rocky trail""",2022-04-02,1.0,29.3034732,-100.4174303,True,False,True,S216507966,,US-TX,2022,US,24.6141774401775,4.502413631520086,81.81892887051997,14.774201103288412,Forest,0.7101450375965034,2022-03-17,2022-04-16,844.532048767851,0.08763581778273488,2,8.364142253727369,Short-distance,Arid
evegro,Evening Grosbeak,Coccothraustes vespertinus,L40784920,"2015 Lake Tahoe Blvd, South Lake Tahoe US-CA 38.91463, -120.00405",2023-03-26,8.0,38.914625,-120.004051,True,False,True,S216286140,,US-CA,2023,US,21.193571441669953,1.385217253356112,63.77378576163669,10.817264189960829,Forest,0.705619804180144,2023-03-20,2023-08-25,591.4825670273091,0.5271098253536346,5,5.12572448612978,Short-distance,Temperate
ribgul,Ring-billed Gull,Larus delawarensis,L3121964,High Island Beach (Gulf Seawatch),2024-05-18,2.0,29.5497991,-94.3877969,True,False,False,S216511762,,US-TX,2024,US,34.276500699554475,16.685031708445116,58.60217839061037,12.511463458994154,Forest,0.8216465971645001,2024-02-27,2024-05-05,1214.8153405789192,0.7738257968923308,2,1.3675019081775703,Short-distance,Temperate
bushti,Bushtit,Psaltriparus minimus,L583568,Home Alta Mesa Rd-Wilton,2020-06-04,2.0,38.3993722,-121.2220639,True,False,True,S216510898,,US-CA,2020,IN,24.84883640116102,10.878572585162033,65.20664209592192,12.467051412687262,Forest,0.6881138762610555,2020-02-15,2020-05-17,1103.9653081276945,0.9525967490548113,6,5.567269191970667,Altitudinal,Temperate
grnkin,Green Kingfisher,Chloroceryle americana,L9822293,"Fort Clark Springs,""rocky trail""",2020-05-07,1.0,29.3034732,-100.4174303,True,False,True,S216507966,,US-TX,2020,IN,21.516434440648037,6.78072636266139,83.88747024313125,8.84037515230672,Urban,0.2601159830153992,2020-03-22,2020-09-08,791.1639659385917,0.2351688695616866,4,1.984185400194757,Long-distance,Temperate
ribgul,Ring-billed Gull,Larus delawarensis,L629829,Outhwaite Reservoir,2020-06-18,7.0,40.8395284,-82.935791,True,False,False,S216503429,,US-OH,2020,BR,30.77670421221602,2.0570776239631674,61.35525226801716,10.047046709414873,Grassland,0.288149489033375,2020-02-22,2020-05-22,797.6580731887275,0.6152691603435876,5,5.634448116285789,Altitudinal,Subtropical
ribgul,Ring-billed Gull,Larus delawarensis,L1447130,Cannon/Wells Lake--Causeway,2020-03-12,1.0,44.2815575,-93.350716,True,False,False,S216481440,,US-MN,2020,ZA,15.111653160214544,0.9029300837961514,73.77933867837194,10.185650058661405,Urban,0.8590463297066561,2020-02-25,2020-04-25,272.4571257074332,0.836737569944919,4,2.7292856382689896,Altitudinal,Subtropical
bawwar,Black-and-white Warbler,Mniotilta varia,L208734,Edith L. Moore Nature Sanctuary (UTC 094),2022-03-21,1.0,29.7717945,-95.5695572,True,False,False,S216510830,,US-TX,2022,US,11.59035296058139,3.5336839149488655,43.43769532112437,8.028595113165826,Urban,0.7578581220721001,2022-02-15,2022-03-30,486.60213447724504,0.7279023831125928,4,5.646843899642061,Altitudinal,Subtropical
bushti,Bushtit,Psaltriparus minimus,L384546,Waneka Lake/Greenlee Preserve,2021-05-17,4.0,39.9970462,-105.1141834,True,False,False,S216509119,,US-CO,2021,BR,24.43250821913101,0.6018679363133765,51.83602379269165,3.9169681849874536,Wetlands,0.5438936964926411,2021-02-17,2021-06-20,791.5345579034871,0.7306636217260566,1,5.608007709527437,Altitudinal,Tropical
bawwar,Black-and-white Warbler,Mniotilta varia,L208734,Edith L. Moore Nature Sanctuary (UTC 094),2024-04-10,1.0,29.7717945,-95.5695572,True,False,False,S216510830,,US-TX,2024,US,19.131499980307105,5.9459205004735045,88.72196553192376,12.630142559158347,Agricultural,0.20883702045198382,2024-03-25,2024-05-23,1342.8482735249386,0.6163800261488341,4,4.564646685250211,Altitudinal,Subtropical
bushti,Bushtit,Psaltriparus minimus,L583568,Home Alta Mesa Rd-Wilton,2022-07-06,2.0,38.3993722,-121.2220639,True,False,True,S216510898,,US-CA,2022,ZA,23.0146151042565,0.8292235391897913,56.049852282044895,9.557979320135482,Forest,0.27607513606941037,2022-03-18,2022-05-25,1202.9566324033738,0.15870271235833644,7,1.8061870356498613,Short-distance,Subtropical
evegro,Evening Grosbeak,Coccothraustes vespertinus,L2665721,Sax-Zim Bog--Mary Lou's Feeding Station,2024-05-03,16.0,47.3047,-92.83039,True,False,False,S216438834,,US-MN,2024,US,22.854327190639708,3.8560221779681956,54.89296991951056,12.016880224121206,Grassland,0.8174982565256667,2024-03-11,2024-06-28,1136.592925614555,0.5949302374008253,6,5.520521163416751,Long-distance,Arid
ribgul,Ring-billed Gull,Larus delawarensis,L1447130,Cannon/Wells Lake--Causeway,2020-05-27,1.0,44.2815575,-93.350716,True,False,False,S216481440,,US-MN,2020,ZA,16.54516784892401,1.6107029537711184,59.27762507458347,10.931418262542254,Urban,0.3878450996858469,2020-03-04,2020-06-20,1021.4729632890185,0.640948190662361,3,1.879326709148334,Short-distance,Arid
evegro,Evening Grosbeak,Coccothraustes vespertinus,L17839292,"49 Drew Lane, Chateaugay, New York, US (44.838, -74.04)",2021-04-15,1.0,44.8381898,-74.0399963,True,False,True,S216509427,,US-NY,2021,BR,22.051165305097935,0.7789433128917509,54.448426246052925,8.148363260056115,Agricultural,0.35688866228040117,2021-03-27,2021-06-11,1064.9456903461723,0.44029004600869615,4,8.589335325829683,Long-distance,Temperate
ribgul,Ring-billed Gull,Larus delawarensis,L1396692,George Freer Memorial Beach,2021-03-30,10.0,41.9102459,-73.9727658,True,False,False,S216505595,,US-NY,2021,IN,25.39798874467338,0.5436656922755809,55.390957501305955,5.462413104103373,Wetlands,0.020279973767419968,2021-03-21,2021-08-20,1197.2816705913533,0.6312722566411592,6,3.534722140181111,Short-distance,Temperate
bawwar,Black-and-white Warbler,Mniotilta varia,L1357335,Huntington Central Park--East,2023-05-23,1.0,33.7040978,-118.0022383,True,True,False,S216374110,,US-CA,2023,ZA,28.99677718293001,1.0804121277833676,52.87396082462347,10.277130374919773,Forest,0.8562676535240813,2023-03-20,2023-07-03,1107.8080489065308,0.674760833716514,1,5.963808246817246,Short-distance,Arid
ribgul,Ring-billed Gull,Larus delawarensis,L1781496,Walt Disney World--Seven Seas Lagoon,2022-03-17,16.0,28.4106351,-81.5826998,True,False,False,S216511542,,US-FL,2022,BR,20.959415713637302,0.14976118037375777,77.13179948408452,8.417832815081141,Grassland,0.8611302430447813,2022-03-28,2022-08-26,1016.6438072449048,0.07142764673293578,2,7.973742418269866,Altitudinal,Subtropical
evegro,Evening Grosbeak,Coccothraustes vespertinus,L17839292,"49 Drew Lane, Chateaugay, New York, US (44.838, -74.04)",2024-04-02,1.0,44.8381898,-74.0399963,True,False,True,S216509427,,US-NY,2024,US,26.623168414563843,2.486270979843815,46.78307335801889,5.306133617992587,Urban,0.11746207279638399,2024-02-25,2024-05-26,908.7411458856413,0.3955779146961238,7,9.523794922774256,Long-distance,Tropical
bawwar,Black-and-white Warbler,Mniotilta varia,L13738767,Buxton Woods Coastal Reserve,2020-04-29,,35.2536716,-75.5610888,True,False,False,S216499433,,US-NC,2020,IN,22.278624561443472,3.273891791358996,84.26194393537827,9.67908559042456,Urban,0.8591821994111084,2020-02-27,2020-06-20,739.0320012307384,0.6349140441376434,5,6.404916151009326,Altitudinal,Temperate
ribgul,Ring-billed Gull,Larus delawarensis,L3121964,High Island Beach (Gulf Seawatch),2024-07-08,2.0,29.5497991,-94.3877969,True,False,False,S216511762,,US-TX,2024,US,20.039459234339212,4.567357728343442,82.92532272757772,8.599723564145679,Urban,0.9863168422720129,2024-02-16,2024-04-19,1559.2667826377224,0.2234273167496692,3,2.7360436931323964,Altitudinal,Subtropical
ribgul,Ring-billed Gull,Larus delawarensis,L1447130,Cannon/Wells Lake--Causeway,2024-06-01,1.0,44.2815575,-93.350716,True,False,False,S216481440,,US-MN,2024,US,24.2213165574302,9.646355284518021,73.06713394723621,7.01693480310738,Urban,0.545488148056962,2024-02-16,2024-06-18,1134.817464118028,0.5409965214147301,2,7.230104871808787,Altitudinal,Subtropical
ribgul,Ring-billed Gull,Larus delawarensis,L1447130,Cannon/Wells Lake--Causeway,2024-04-10,1.0,44.2815575,-93.350716,True,False,False,S216481440,,US-MN,2024,US,24.7989522396552,0.5585586667905365,44.348351012796655,10.00332983406188,Forest,0.5460245933207503,2024-02-29,2024-07-03,973.5565972924167,0.23728174859671936,5,8.841588721611997,Short-distance,Subtropical
evegro,Evening Grosbeak,Coccothraustes vespertinus,L292411,Crescent Lake WMA,2020-04-27,3.0,47.8162308,-121.9934082,True,False,False,S216368196,,US-WA,2020,ZA,16.64553750969444,4.128371647820147,46.0181788104993,6.838493513906963,Wetlands,0.8344542148916962,2020-03-01,2020-08-27,705.1933217415274,0.9303069129868882,5,3.0062697551725646,Long-distance,Arid
ribgul,Ring-billed Gull,Larus delawarensis,L1447130,Cannon/Wells Lake--Causeway,2024-07-11,1.0,44.2815575,-93.350716,True,False,False,S216481440,,US-MN,2024,IN,18.478281547286205,2.281093885521687,59.30254678259179,13.730217391561485,Agricultural,0.07276237623962711,2024-03-03,2024-07-31,1297.7309083555374,0.05315408543707967,1,5.036641364964086,Altitudinal,Tropical
evegro,Evening Grosbeak,Coccothraustes vespertinus,L2187646,Steamboat Springs Ski Area,2022-04-17,6.0,40.4606624,-106.7850494,True,False,False,S216457212,,US-CO,2022,BR,24.53637015553649,7.9411272175966845,82.1906431829153,7.416850983503274,Urban,0.8364731916659712,2022-03-03,2022-08-28,715.255134752239,0.740052996675785,3,8.327610069736425,Long-distance,Arid
ribgul,Ring-billed Gull,Larus delawarensis,L1396692,George Freer Memorial Beach,2023-03-01,10.0,41.9102459,-73.9727658,True,False,False,S216505595,,US-NY,2023,US,29.25571803897521,1.180439757943906,87.60312233195015,13.876181002979568,Forest,0.3816210441766039,2023-03-18,2023-05-27,1318.506856844976,0.15460753673704164,7,8.706666779190742,Altitudinal,Tropical
bushti,Bushtit,Psaltriparus minimus,L583568,Home Alta Mesa Rd-Wilton,2022-03-26,2.0,38.3993722,-121.2220639,True,False,True,S216510898,,US-CA,2022,US,18.00851377730773,0.04345758411611803,56.036679115578565,8.238654188139558,Agricultural,0.25073182600205446,2022-03-19,2022-04-19,1033.945286189972,0.7879702674082638,7,9.390633182858503,Long-distance,Subtropical
ribgul,Ring-billed Gull,Larus delawarensis,L1837850,Holden Beach--Beachfront,2022-03-28,1.0,33.9107651,-78.2965672,True,False,False,S216507389,,US-NC,2022,ZA,25.103360487753392,2.1894837010526333,47.72604149952595,5.258188177572493,Forest,0.48253840746667265,2022-03-31,2022-05-07,1548.1944118422005,0.06132098283506782,4,7.200037972292026,Long-distance,Tropical
bawwar,Black-and-white Warbler,Mniotilta varia,L208734,Edith L. Moore Nature Sanctuary (UTC 094),2021-03-24,1.0,29.7717945,-95.5695572,True,False,False,S216510830,,US-TX,2021,BR,25.731267830136105,0.5494510164691754,50.87264661086179,9.18120003932346,Grassland,0.037487956869659333,2021-02-22,2021-06-16,1072.793302017256,0.25708496580372275,6,7.630845352588899,Altitudinal,Arid
ribgul,Ring-billed Gull,Larus delawarensis,L1781496,Walt Disney World--Seven Seas Lagoon,2020-06-11,16.0,28.4106351,-81.5826998,True,False,False,S216511542,,US-FL,2020,BR,24.735486905850188,0.7486658066715753,47.30105096484813,10.880612589905923,Wetlands,0.3978785874773685,2020-03-05,2020-05-25,1788.3723664595527,0.6986102220544285,4,9.54218937624998,Long-distance,Subtropical
bushti,Bushtit,Psaltriparus minimus,L384546,Waneka Lake/Greenlee Preserve,2023-06-06,4.0,39.9970462,-105.1141834,True,False,False,S216509119,,US-CO,2023,US,30.345107626446964,4.671858048807235,53.77833881545892,8.051905541158357,Urban,0.004373982283009337,2023-03-11,2023-05-21,1451.7790072000194,0.9022815704406234,4,1.5706179094582575,Altitudinal,Arid
ribgul,Ring-billed Gull,Larus delawarensis,L1837850,Holden Beach--Beachfront,2020-08-09,1.0,33.9107651,-78.2965672,True,False,False,S216507389,,US-NC,2020,IN,13.932193010616295,1.533538438344946,88.29183344037918,11.380126971581399,Wetlands,0.2110383302086154,2020-02-27,2020-04-29,705.4608026781955,0.7771435685225458,1,6.816370393366547,Long-distance,Temperate
bushti,Bushtit,Psaltriparus minimus,L4753011,Big Bend NP--Chisos Basin Loop area,2021-08-26,1.0,29.2754569,-103.3053339,True,False,False,S216501111,,US-TX,2021,IN,25.710476860046533,2.9245686076621134,52.4143739815423,4.747073276784316,Grassland,0.6164793585412445,2021-02-26,2021-05-25,369.34313465453795,0.277293896906476,6,2.9543819485166867,Short-distance,Subtropical
ribgul,Ring-billed Gull,Larus delawarensis,L124334,"Richard Clark Park, Chicago",2020-03-14,2.0,41.9433856,-87.6944263,True,False,False,S216513093,,US-IL,2020,BR,41.26365745327361,6.625676412785252,78.90231532415996,9.089121781305996,Urban,0.27490833748224075,2020-02-17,2020-04-20,919.6272254903331,0.30431027647992326,4,8.498307734761827,Altitudinal,Subtropical
grnkin,Green Kingfisher,Chloroceryle americana,L9822293,"Fort Clark Springs,""rocky trail""",2021-05-07,1.0,29.3034732,-100.4174303,True,False,True,S216507966,,US-TX,2021,IN,27.897200603606436,1.0553177073139057,82.42358872031323,9.482112597127497,Grassland,0.7341245436569687,2021-03-25,2021-06-27,889.4489002173885,0.6567750416599722,3,6.607639300622672,Long-distance,Tropical
ribgul,Ring-billed Gull,Larus delawarensis,L40828647,Teal pier,2024-08-03,5.0,32.792506,-117.209805,True,False,True,S216510417,,US-CA,2024,ZA,18.42824290986816,0.0512787601754016,69.76831850784363,10.565427283054309,Wetlands,0.9695265233240068,2024-03-17,2024-06-03,1386.7872617613023,0.10879584638095485,5,6.522033743303625,Altitudinal,Tropical
evegro,Evening Grosbeak,Coccothraustes vespertinus,L292411,Crescent Lake WMA,2020-07-04,3.0,47.8162308,-121.9934082,True,False,False,S216368196,,US-WA,2020,IN,23.24110293150168,2.3574587035501056,40.801407822756154,5.6029784279737145,Urban,0.011199305255704117,2020-03-26,2020-07-19,571.9517628640679,0.5426540563071215,5,5.81904099682691,Altitudinal,Arid
bushti,Bushtit,Psaltriparus minimus,L3194041,"SE Fish Hatchery Rd, Fall City",2024-08-09,9.0,47.5514416,-121.8499017,True,False,False,S216510095,,US-WA,2024,BR,12.552296345272346,0.31934367597093993,62.91817397131531,10.104422621499497,Forest,0.46386522142884756,2024-03-22,2024-06-19,820.9821113502165,0.0076707992897887545,4,9.282363381954585,Altitudinal,Arid
ribgul,Ring-billed Gull,Larus delawarensis,L1781496,Walt Disney World--Seven Seas Lagoon,2020-08-16,16.0,28.4106351,-81.5826998,True,False,False,S216511542,,US-FL,2020,US,12.406143923504793,0.7147489330621875,49.45978961951774,5.99241278749416,Wetlands,0.4940428669357333,2020-02-18,2020-06-15,867.5703519314943,0.8614071815541813,2,6.291480145494381,Altitudinal,Subtropical
evegro,Evening Grosbeak,Coccothraustes vespertinus,L17839292,"49 Drew Lane, Chateaugay, New York, US (44.838, -74.04)",2020-05-08,1.0,44.8381898,-74.0399963,True,False,True,S216509427,,US-NY,2020,US,29.710549762839378,1.8915382333542268,61.3770927679856,7.75175203912908,Forest,0.06835171485056624,2020-03-18,2020-05-06,1338.1376640520662,0.6086723455998135,2,9.144069503258137,Long-distance,Tropical
bushti,Bushtit,Psaltriparus minimus,L583568,Home Alta Mesa Rd-Wilton,2021-06-02,2.0,38.3993722,-121.2220639,True,False,True,S216510898,,US-CA,2021,ZA,18.998915614206027,5.652455105262376,47.99398816832207,8.161050186187932,Urban,0.043013964380055336,2021-03-12,2021-09-02,1501.4478153599978,0.30427465017265587,5,6.759067924749267,Long-distance,Arid
ribgul,Ring-billed Gull,Larus delawarensis,L11409084,Snake River--3 mile rapids (Asotin Co.),2020-07-20,4.0,46.3052535,-117.0093727,True,False,False,S216499865,,US-WA,2020,IN,27.809391513040953,0.24779884638523159,59.47173400388366,10.165008808100124,Agricultural,0.8168604805410224,2020-02-21,2020-04-05,920.8680925297097,0.27680679711615375,2,1.929485489787103,Long-distance,Arid
ribgul,Ring-billed Gull,Larus delawarensis,L3121964,High Island Beach (Gulf Seawatch),2022-07-04,2.0,29.5497991,-94.3877969,True,False,False,S216511762,,US-TX,2022,ZA,18.499395925304135,4.530170631212718,55.641709876211,10.960649733846488,Forest,0.8846823774216878,2022-02-17,2022-04-22,675.4793638636587,0.9710658321072984,3,1.4364763200454438,Altitudinal,Tropical
evegro,Evening Grosbeak,Coccothraustes vespertinus,L17839292,"49 Drew Lane, Chateaugay, New York, US (44.838, -74.04)",2020-03-07,1.0,44.8381898,-74.0399963,True,False,True,S216509427,,US-NY,2020,ZA,32.37700399322719,2.8502537335564373,88.31371488740929,4.285166637968084,Wetlands,0.0899672788609609,2020-03-01,2020-07-19,1330.8274211985965,0.5468365102699866,6,7.125615355624628,Long-distance,Temperate
ribgul,Ring-billed Gull,Larus delawarensis,L124334,"Richard Clark Park, Chicago",2020-07-21,2.0,41.9433856,-87.6944263,True,False,False,S216513093,,US-IL,2020,BR,24.98700034924929,7.941347257885438,65.03097661669655,7.212590978470725,Forest,0.31424152049950493,2020-03-22,2020-05-09,684.3044128031455,0.13985450251781784,7,6.1734702417012155,Short-distance,Tropical
ribgul,Ring-billed Gull,Larus delawarensis,L629829,Outhwaite Reservoir,2023-08-15,7.0,40.8395284,-82.935791,True,False,False,S216503429,,US-OH,2023,US,19.232058791460027,0.3309668081396269,85.47822136901506,12.427794094725957,Urban,0.27244644110883165,2023-02-24,2023-05-25,1260.1176026114745,0.5058046230176674,2,1.1014250157045846,Long-distance,Arid
ribgul,Ring-billed Gull,Larus delawarensis,L11409084,Snake River--3 mile rapids (Asotin Co.),2020-06-15,4.0,46.3052535,-117.0093727,True,False,False,S216499865,,US-WA,2020,IN,18.988939698191096,1.9533012199013275,56.93664778872157,3.3406661576444474,Urban,0.7974889777130172,2020-03-22,2020-08-25,929.9455595365403,0.4441153695169745,5,7.076461861879002,Altitudinal,Temperate
bushti,Bushtit,Psaltriparus minimus,L4753011,Big Bend NP--Chisos Basin Loop area,2022-07-22,1.0,29.2754569,-103.3053339,True,False,False,S216501111,,US-TX,2022,BR,16.372554763508116,0.06647097596840817,42.0166926069226,9.507274044903905,Wetlands,0.04669781788511307,2022-03-27,2022-07-24,840.0516612804428,0.5009618263593643,7,4.936267565665998,Short-distance,Subtropical
ribgul,Ring-billed Gull,Larus delawarensis,L629829,Outhwaite Reservoir,2022-08-09,7.0,40.8395284,-82.935791,True,False,False,S216503429,,US-OH,2022,ZA,29.827620146171704,9.726444634524574,56.46896346510378,9.068827025867304,Grassland,0.48169983801234095,2022-03-16,2022-09-10,1036.3744501574406,0.9175410815966359,7,7.45554674738896,Short-distance,Tropical
evegro,Evening Grosbeak,Coccothraustes vespertinus,L17839292,"49 Drew Lane, Chateaugay, New York, US (44.838, -74.04)",2020-06-17,1.0,44.8381898,-74.0399963,True,False,True,S216509427,,US-NY,2020,US,23.620419846973974,1.0033739899912262,60.26626803234767,6.922395682091571,Wetlands,0.04786559890610709,2020-03-01,2020-08-10,1109.0720197687783,0.6204679732142538,3,9.69241981997469,Altitudinal,Temperate
ribgul,Ring-billed Gull,Larus delawarensis,L40828647,Teal pier,2024-06-11,5.0,32.792506,-117.209805,True,False,True,S216510417,,US-CA,2024,IN,16.660985392104035,2.7133068423008164,68.44063682169364,8.383629086269867,Urban,0.9983069303819881,2024-03-29,2024-08-25,1120.6220280242044,0.009003349923426884,7,4.561937489503344,Long-distance,Arid
ribgul,Ring-billed Gull,Larus delawarensis,L1837850,Holden Beach--Beachfront,2022-06-13,1.0,33.9107651,-78.2965672,True,False,False,S216507389,,US-NC,2022,BR,19.676913513508033,0.06346903001907808,58.93516777905796,17.32366516741574,Wetlands,0.6001239399394965,2022-02-25,2022-07-04,967.0676082699471,0.556667686337004,6,7.665347795285681,Short-distance,Subtropical
evegro,Evening Grosbeak,Coccothraustes vespertinus,L2665721,Sax-Zim Bog--Mary Lou's Feeding Station,2023-08-05,16.0,47.3047,-92.83039,True,False,False,S216438834,,US-MN,2023,US,25.362868506013655,0.5299359155800327,60.01649342053791,9.965454735770065,Forest,0.1122115392472729,2023-03-31,2023-05-25,1662.4288886586492,0.5020576469023181,5,4.541200468662512,Long-distance,Tropical
evegro,Evening Grosbeak,Coccothraustes vespertinus,L292411,Crescent Lake WMA,2024-05-05,3.0,47.8162308,-121.9934082,True,False,False,S216368196,,US-WA,2024,ZA,21.073561705611457,1.264589969758726,52.857617555454794,8.454487302723948,Agricultural,0.3880492700584143,2024-03-02,2024-07-05,1420.0897206069305,0.9884168248403008,7,6.827670885691412,Long-distance,Temperate
evegro,Evening Grosbeak,Coccothraustes vespertinus,L2187646,Steamboat Springs Ski Area,2020-05-23,6.0,40.4606624,-106.7850494,True,False,False,S216457212,,US-CO,2020,ZA,29.38270174862948,0.7834192740555537,57.764198711846134,8.801603528581442,Forest,0.909718311907776,2020-03-19,2020-04-24,1438.1249825993668,0.5168703516517602,4,5.198023807830021,Long-distance,Temperate
evegro,Evening Grosbeak,Coccothraustes vespertinus,L40784920,"2015 Lake Tahoe Blvd, South Lake Tahoe US-CA 38.91463, -120.00405",2022-03-19,8.0,38.914625,-120.004051,True,False,True,S216286140,,US-CA,2022,BR,28.50870644699399,1.1011128559167522,59.46948898334367,10.247325299904528,Wetlands,0.17720937982123952,2022-02-22,2022-06-17,1195.6114315666205,0.8624381433779964,3,1.3876068367548746,Long-distance,Tropical
ribgul,Ring-billed Gull,Larus delawarensis,L1837850,Holden Beach--Beachfront,2023-07-25,1.0,33.9107651,-78.2965672,True,False,False,S216507389,,US-NC,2023,BR,27.456550602971344,5.156020458769851,86.43817106027461,14.058401604690175,Forest,0.14182882868767488,2023-03-06,2023-06-12,909.6605122666165,0.09497750804983995,4,1.2347495801624964,Long-distance,Subtropical
ribgul,Ring-billed Gull,Larus delawarensis,L40828647,Teal pier,2021-04-06,5.0,32.792506,-117.209805,True,False,True,S216510417,,US-CA,2021,IN,23.5958725520959,2.744833462843609,48.411828955424596,4.484444130183788,Grassland,0.7654985004052995,2021-02-20,2021-05-15,1245.4356151465217,0.40459183304588275,2,8.524027349277665,Long-distance,Subtropical
grnkin,Green Kingfisher,Chloroceryle americana,L9822293,"Fort Clark Springs,""rocky trail""",2021-06-06,1.0,29.3034732,-100.4174303,True,False,True,S216507966,,US-TX,2021,BR,11.791325657878547,0.1938230656909924,63.36304980037513,10.772802572194388,Urban,0.49550917733063826,2021-03-26,2021-06-14,1367.530087740381,0.6380564582826155,1,8.412168496161765,Short-distance,Arid
bawwar,Black-and-white Warbler,Mniotilta varia,L13733170,"751 NE 160th Ave, Williston US-FL 29.34111, -82.50304",2021-05-02,1.0,29.341115,-82.503038,True,False,True,S216508098,,US-FL,2021,ZA,22.06964645956473,3.3897589145641702,88.83088186575046,2.694063004651335,Wetlands,0.4196722921572683,2021-02-25,2021-07-27,1351.4562086358148,0.19022070409531333,4,5.842872419255533,Short-distance,Arid
bushti,Bushtit,Psaltriparus minimus,L384546,Waneka Lake/Greenlee Preserve,2022-03-07,4.0,39.9970462,-105.1141834,True,False,False,S216509119,,US-CO,2022,BR,27.928520773314986,0.07197991394642596,47.33041501800016,9.09134426860302,Agricultural,0.2675118573538666,2022-03-05,2022-04-08,926.1668458426562,0.5124386744880165,4,7.599481262505792,Long-distance,Temperate
bushti,Bushtit,Psaltriparus minimus,L384546,Waneka Lake/Greenlee Preserve,2021-04-19,4.0,39.9970462,-105.1141834,True,False,False,S216509119,,US-CO,2021,BR,22.342814874030136,2.176155263965218,71.56879888216884,12.73125549905671,Urban,0.4713681101729975,2021-03-01,2021-05-18,841.7447086350556,0.5378282791267486,3,3.2658291890987825,Altitudinal,Temperate
